,County_x,Census Tract,Per Capita Income (In 2015 Inflation Adjusted Dollars),State,County_y,Census Tract Number,Life Expectancy,Life Expectancy Range,Life Expectancy Standard Error
316,35,177609,28951,Ohio,"Cuyahoga County, OH",177609,80.1,79.6-81.6,1.7147
317,35,178101,26205,Ohio,"Cuyahoga County, OH",178101,76.2,75.2-77.5,1.3872
318,35,178102,23828,Ohio,"Cuyahoga County, OH",178102,76.7,75.2-77.5,1.1666
319,35,178201,25129,Ohio,"Cuyahoga County, OH",178201,75.7,75.2-77.5,1.2379
320,35,178204,19581,Ohio,"Cuyahoga County, OH",178204,73.4,56.9-75.1,3.7792
321,35,178205,23675,Ohio,"Cuyahoga County, OH",178205,77.4,75.2-77.5,1.5867
322,35,178206,28320,Ohio,"Cuyahoga County, OH",178206,77.1,75.2-77.5,1.4645
323,35,179101,69205,Ohio,"Cuyahoga County, OH",179101,85.4,81.7-97.5,1.8836
324,35,179102,93366,Ohio,"Cuyahoga County, OH",179102,83.7,81.7-97.5,1.9839
325,35,180102,31651,Ohio,"Cuyahoga County, OH",180102,80.5,79.6-81.6,1.3712
326,35,180103,29763,Ohio,"Cuyahoga County, OH",180103,80.1,79.6-81.6,1.3111
327,35,180104,23036,Ohio,"Cuyahoga County, OH",180104,76.9,75.2-77.5,2.3741
328,35,181100,62722,Ohio,"Cuyahoga County, OH",181100,82.0,81.7-97.5,1.0068
329,35,181201,36965,Ohio,"Cuyahoga County, OH",181201,81.7,81.7-97.5,1.2252
330,35,181203,37806,Ohio,"Cuyahoga County, OH",181203,80.2,79.6-81.6,1.2647
331,35,181204,34437,Ohio,"Cuyahoga County, OH",181204,82.0,81.7-97.5,1.1783
332,35,182103,32967,Ohio,"Cuyahoga County, OH",182103,79.1,77.6-79.5,1.6606
333,35,182104,33177,Ohio,"Cuyahoga County, OH",182104,79.6,79.6-81.6,1.404
334,35,182105,35294,Ohio,"Cuyahoga County, OH",182105,80.0,79.6-81.6,1.1593
335,35,182106,38755,Ohio,"Cuyahoga County, OH",182106,79.7,79.6-81.6,1.1771
336,35,183200,97971,Ohio,"Cuyahoga County, OH",183200,85.6,81.7-97.5,2.4038
337,35,183300,76816,Ohio,"Cuyahoga County, OH",183300,86.2,81.7-97.5,1.9949
338,35,183401,41312,Ohio,"Cuyahoga County, OH",183401,88.6,81.7-97.5,3.5177
339,35,183402,30828,Ohio,"Cuyahoga County, OH",183402,77.2,75.2-77.5,1.8231
340,35,183501,47098,Ohio,"Cuyahoga County, OH",183501,83.4,81.7-97.5,1.9365
341,35,183502,54684,Ohio,"Cuyahoga County, OH",183502,82.8,81.7-97.5,1.7463
342,35,183603,16324,Ohio,"Cuyahoga County, OH",183603,75.2,75.2-77.5,2.134
343,35,183604,25438,Ohio,"Cuyahoga County, OH",183604,79.6,79.6-81.6,2.27
344,35,183605,37844,Ohio,"Cuyahoga County, OH",183605,79.2,77.6-79.5,1.5797
345,35,183606,26611,Ohio,"Cuyahoga County, OH",183606,78.3,77.6-79.5,2.4301
346,35,184103,52651,Ohio,"Cuyahoga County, OH",184103,84.6,81.7-97.5,2.4467
347,35,184104,45681,Ohio,"Cuyahoga County, OH",184104,80.1,79.6-81.6,1.8141
348,35,184105,39282,Ohio,"Cuyahoga County, OH",184105,86.0,81.7-97.5,3.5528
349,35,184106,30475,Ohio,"Cuyahoga County, OH",184106,80.6,79.6-81.6,1.6626
350,35,184108,54976,Ohio,"Cuyahoga County, OH",184108,83.4,81.7-97.5,1.7856
351,35,185101,24146,Ohio,"Cuyahoga County, OH",185101,76.9,75.2-77.5,1.409
352,35,185102,25705,Ohio,"Cuyahoga County, OH",185102,79.4,77.6-79.5,1.8212
353,35,185103,24737,Ohio,"Cuyahoga County, OH",185103,76.8,75.2-77.5,2.0859
354,35,185104,30058,Ohio,"Cuyahoga County, OH",185104,80.4,79.6-81.6,1.3059
355,35,185202,29858,Ohio,"Cuyahoga County, OH",185202,78.4,77.6-79.5,1.3305
356,35,185203,29565,Ohio,"Cuyahoga County, OH",185203,77.1,75.2-77.5,1.3629
357,35,186103,46284,Ohio,"Cuyahoga County, OH",186103,81.1,79.6-81.6,1.2625
358,35,186104,35365,Ohio,"Cuyahoga County, OH",186104,79.6,79.6-81.6,1.3741
359,35,186105,35954,Ohio,"Cuyahoga County, OH",186105,78.0,77.6-79.5,1.2117
360,35,186106,29719,Ohio,"Cuyahoga County, OH",186106,79.0,77.6-79.5,1.2547
361,35,186107,39341,Ohio,"Cuyahoga County, OH",186107,82.0,81.7-97.5,1.5238
362,35,186201,34423,Ohio,"Cuyahoga County, OH",186201,83.0,81.7-97.5,1.333
363,35,186202,51356,Ohio,"Cuyahoga County, OH",186202,80.5,79.6-81.6,1.305
364,35,186203,36192,Ohio,"Cuyahoga County, OH",186203,79.7,79.6-81.6,1.3132
365,35,186205,38523,Ohio,"Cuyahoga County, OH",186205,83.3,81.7-97.5,1.6006
366,35,186206,51627,Ohio,"Cuyahoga County, OH",186206,82.9,81.7-97.5,1.6625
367,35,187103,24643,Ohio,"Cuyahoga County, OH",187103,78.5,77.6-79.5,2.0681
368,35,187104,44565,Ohio,"Cuyahoga County, OH",187104,84.1,81.7-97.5,2.496
369,35,187105,24962,Ohio,"Cuyahoga County, OH",187105,82.7,81.7-97.5,1.8488
370,35,187106,24391,Ohio,"Cuyahoga County, OH",187106,82.3,81.7-97.5,1.5487
371,35,188103,18202,Ohio,"Cuyahoga County, OH",188103,78.0,77.6-79.5,1.5379
372,35,188104,22764,Ohio,"Cuyahoga County, OH",188104,73.2,56.9-75.1,0.9984
373,35,188106,20138,Ohio,"Cuyahoga County, OH",188106,74.8,56.9-75.1,1.9201
374,35,188107,22866,Ohio,"Cuyahoga County, OH",188107,73.1,56.9-75.1,2.4471
375,35,189107,46234,Ohio,"Cuyahoga County, OH",189107,79.2,77.6-79.5,1.1293
376,35,189108,59118,Ohio,"Cuyahoga County, OH",189108,79.3,77.6-79.5,1.0258
377,35,189109,46899,Ohio,"Cuyahoga County, OH",189109,80.6,79.6-81.6,1.4291
378,35,189110,37603,Ohio,"Cuyahoga County, OH",189110,77.5,75.2-77.5,1.6497
379,35,189111,56931,Ohio,"Cuyahoga County, OH",189111,82.1,81.7-97.5,1.1379
380,35,189112,46946,Ohio,"Cuyahoga County, OH",189112,78.9,77.6-79.5,1.4647
381,35,190502,28574,Ohio,"Cuyahoga County, OH",190502,77.1,75.2-77.5,0.9104
382,35,190503,34141,Ohio,"Cuyahoga County, OH",190503,79.2,77.6-79.5,1.3559
383,35,190504,33600,Ohio,"Cuyahoga County, OH",190504,80.5,79.6-81.6,1.509
384,35,192300,29697,Ohio,"Cuyahoga County, OH",192300,77.5,75.2-77.5,1.4619
385,35,192800,92710,Ohio,"Cuyahoga County, OH",192800,83.2,81.7-97.5,2.0969
386,35,192900,35701,Ohio,"Cuyahoga County, OH",192900,78.4,77.6-79.5,1.4178
387,35,193800,18073,Ohio,"Cuyahoga County, OH",193800,71.8,56.9-75.1,1.1204
388,35,194100,32369,Ohio,"Cuyahoga County, OH",194100,80.7,79.6-81.6,1.5284
389,35,194300,45348,Ohio,"Cuyahoga County, OH",194300,82.8,81.7-97.5,1.3292
390,35,194500,75158,Ohio,"Cuyahoga County, OH",194500,86.2,81.7-97.5,1.8298
391,35,194800,26279,Ohio,"Cuyahoga County, OH",194800,76.3,75.2-77.5,1.5427
392,35,194900,58707,Ohio,"Cuyahoga County, OH",194900,82.3,81.7-97.5,2.0118
393,35,195600,28223,Ohio,"Cuyahoga County, OH",195600,76.6,75.2-77.5,1.7241
394,35,195700,27222,Ohio,"Cuyahoga County, OH",195700,77.0,75.2-77.5,1.5405
395,35,195800,65610,Ohio,"Cuyahoga County, OH",195800,82.1,81.7-97.5,1.6287
396,35,195900,51936,Ohio,"Cuyahoga County, OH",195900,82.9,81.7-97.5,1.3477
397,35,196000,33073,Ohio,"Cuyahoga County, OH",196000,76.1,75.2-77.5,2.1975
398,35,196100,19338,Ohio,"Cuyahoga County, OH",196100,73.2,56.9-75.1,1.5495
399,35,196200,11335,Ohio,"Cuyahoga County, OH",196200,71.6,56.9-75.1,1.3217
400,35,196300,90588,Ohio,"Cuyahoga County, OH",196300,82.6,81.7-97.5,1.1096
401,35,196400,15378,Ohio,"Cuyahoga County, OH",196400,76.6,75.2-77.5,2.1925
402,35,196500,12034,Ohio,"Cuyahoga County, OH",196500,73.2,56.9-75.1,2.4979
