,LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
78,AUS,LIFEEXP,TOT,YR,A,1980,74.6,
79,AUS,LIFEEXP,TOT,YR,A,1981,74.9,
80,AUS,LIFEEXP,TOT,YR,A,1982,74.7,
81,AUS,LIFEEXP,TOT,YR,A,1983,75.5,
82,AUS,LIFEEXP,TOT,YR,A,1984,75.8,
83,AUS,LIFEEXP,TOT,YR,A,1985,75.6,
84,AUS,LIFEEXP,TOT,YR,A,1986,76.1,
85,AUS,LIFEEXP,TOT,YR,A,1987,76.3,
86,AUS,LIFEEXP,TOT,YR,A,1988,76.3,
87,AUS,LIFEEXP,TOT,YR,A,1989,76.5,
88,AUS,LIFEEXP,TOT,YR,A,1990,77.0,
89,AUS,LIFEEXP,TOT,YR,A,1991,77.4,
90,AUS,LIFEEXP,TOT,YR,A,1992,77.5,
91,AUS,LIFEEXP,TOT,YR,A,1993,78.0,
92,AUS,LIFEEXP,TOT,YR,A,1994,78.0,
93,AUS,LIFEEXP,TOT,YR,A,1995,77.9,
94,AUS,LIFEEXP,TOT,YR,A,1996,78.2,
95,AUS,LIFEEXP,TOT,YR,A,1997,78.5,
96,AUS,LIFEEXP,TOT,YR,A,1998,78.7,
97,AUS,LIFEEXP,TOT,YR,A,1999,79.0,
98,AUS,LIFEEXP,TOT,YR,A,2000,79.3,
99,AUS,LIFEEXP,TOT,YR,A,2001,79.7,
100,AUS,LIFEEXP,TOT,YR,A,2002,80.0,
101,AUS,LIFEEXP,TOT,YR,A,2003,80.3,
102,AUS,LIFEEXP,TOT,YR,A,2004,80.6,
103,AUS,LIFEEXP,TOT,YR,A,2005,80.9,
104,AUS,LIFEEXP,TOT,YR,A,2006,81.1,
105,AUS,LIFEEXP,TOT,YR,A,2007,81.4,
106,AUS,LIFEEXP,TOT,YR,A,2008,81.5,
107,AUS,LIFEEXP,TOT,YR,A,2009,81.6,
108,AUS,LIFEEXP,TOT,YR,A,2010,81.8,
109,AUS,LIFEEXP,TOT,YR,A,2011,82.0,
110,AUS,LIFEEXP,TOT,YR,A,2012,82.1,
111,AUS,LIFEEXP,TOT,YR,A,2013,82.2,
112,AUS,LIFEEXP,TOT,YR,A,2014,82.4,
113,AUS,LIFEEXP,TOT,YR,A,2015,82.5,
114,AUS,LIFEEXP,TOT,YR,A,2016,82.5,
115,AUS,LIFEEXP,TOT,YR,A,2017,82.6,
252,AUT,LIFEEXP,TOT,YR,A,1980,72.6,
253,AUT,LIFEEXP,TOT,YR,A,1981,72.9,
254,AUT,LIFEEXP,TOT,YR,A,1982,73.1,
255,AUT,LIFEEXP,TOT,YR,A,1983,73.1,
256,AUT,LIFEEXP,TOT,YR,A,1984,73.7,
257,AUT,LIFEEXP,TOT,YR,A,1985,73.9,
258,AUT,LIFEEXP,TOT,YR,A,1986,74.4,
259,AUT,LIFEEXP,TOT,YR,A,1987,74.9,
260,AUT,LIFEEXP,TOT,YR,A,1988,75.3,
261,AUT,LIFEEXP,TOT,YR,A,1989,75.4,
262,AUT,LIFEEXP,TOT,YR,A,1990,75.7,
263,AUT,LIFEEXP,TOT,YR,A,1991,75.7,
264,AUT,LIFEEXP,TOT,YR,A,1992,75.9,
265,AUT,LIFEEXP,TOT,YR,A,1993,76.2,
266,AUT,LIFEEXP,TOT,YR,A,1994,76.5,
267,AUT,LIFEEXP,TOT,YR,A,1995,76.8,
268,AUT,LIFEEXP,TOT,YR,A,1996,77.0,
269,AUT,LIFEEXP,TOT,YR,A,1997,77.4,
270,AUT,LIFEEXP,TOT,YR,A,1998,77.8,
271,AUT,LIFEEXP,TOT,YR,A,1999,78.0,
272,AUT,LIFEEXP,TOT,YR,A,2000,78.2,
273,AUT,LIFEEXP,TOT,YR,A,2001,78.7,
274,AUT,LIFEEXP,TOT,YR,A,2002,78.8,
275,AUT,LIFEEXP,TOT,YR,A,2003,78.7,
276,AUT,LIFEEXP,TOT,YR,A,2004,79.3,
277,AUT,LIFEEXP,TOT,YR,A,2005,79.4,
278,AUT,LIFEEXP,TOT,YR,A,2006,80.0,
279,AUT,LIFEEXP,TOT,YR,A,2007,80.3,
280,AUT,LIFEEXP,TOT,YR,A,2008,80.5,
281,AUT,LIFEEXP,TOT,YR,A,2009,80.4,
282,AUT,LIFEEXP,TOT,YR,A,2010,80.7,
283,AUT,LIFEEXP,TOT,YR,A,2011,81.1,
284,AUT,LIFEEXP,TOT,YR,A,2012,81.0,
285,AUT,LIFEEXP,TOT,YR,A,2013,81.2,
286,AUT,LIFEEXP,TOT,YR,A,2014,81.6,
287,AUT,LIFEEXP,TOT,YR,A,2015,81.3,
288,AUT,LIFEEXP,TOT,YR,A,2016,81.7,
289,AUT,LIFEEXP,TOT,YR,A,2017,81.7,
426,BEL,LIFEEXP,TOT,YR,A,1980,73.3,
427,BEL,LIFEEXP,TOT,YR,A,1981,73.7,
428,BEL,LIFEEXP,TOT,YR,A,1982,74.0,
429,BEL,LIFEEXP,TOT,YR,A,1983,74.0,
430,BEL,LIFEEXP,TOT,YR,A,1984,74.5,
431,BEL,LIFEEXP,TOT,YR,A,1985,74.6,
432,BEL,LIFEEXP,TOT,YR,A,1986,74.8,
433,BEL,LIFEEXP,TOT,YR,A,1987,75.5,
434,BEL,LIFEEXP,TOT,YR,A,1988,75.7,
435,BEL,LIFEEXP,TOT,YR,A,1989,75.7,
436,BEL,LIFEEXP,TOT,YR,A,1990,76.1,
437,BEL,LIFEEXP,TOT,YR,A,1991,76.3,
438,BEL,LIFEEXP,TOT,YR,A,1992,76.5,
439,BEL,LIFEEXP,TOT,YR,A,1993,76.5,
440,BEL,LIFEEXP,TOT,YR,A,1994,76.8,
441,BEL,LIFEEXP,TOT,YR,A,1995,77.0,
442,BEL,LIFEEXP,TOT,YR,A,1996,77.3,
443,BEL,LIFEEXP,TOT,YR,A,1997,77.5,
444,BEL,LIFEEXP,TOT,YR,A,1998,77.6,
445,BEL,LIFEEXP,TOT,YR,A,1999,77.7,
446,BEL,LIFEEXP,TOT,YR,A,2000,77.8,
447,BEL,LIFEEXP,TOT,YR,A,2001,78.1,
448,BEL,LIFEEXP,TOT,YR,A,2002,78.2,
449,BEL,LIFEEXP,TOT,YR,A,2003,78.2,
450,BEL,LIFEEXP,TOT,YR,A,2004,79.0,
451,BEL,LIFEEXP,TOT,YR,A,2005,79.1,
452,BEL,LIFEEXP,TOT,YR,A,2006,79.5,
453,BEL,LIFEEXP,TOT,YR,A,2007,79.9,
454,BEL,LIFEEXP,TOT,YR,A,2008,79.8,
455,BEL,LIFEEXP,TOT,YR,A,2009,80.1,
456,BEL,LIFEEXP,TOT,YR,A,2010,80.3,
457,BEL,LIFEEXP,TOT,YR,A,2011,80.7,B
458,BEL,LIFEEXP,TOT,YR,A,2012,80.5,
459,BEL,LIFEEXP,TOT,YR,A,2013,80.7,
460,BEL,LIFEEXP,TOT,YR,A,2014,81.4,
461,BEL,LIFEEXP,TOT,YR,A,2015,81.1,
462,BEL,LIFEEXP,TOT,YR,A,2016,81.5,
463,BEL,LIFEEXP,TOT,YR,A,2017,81.6,
570,CAN,LIFEEXP,TOT,YR,A,1980,75.3,
571,CAN,LIFEEXP,TOT,YR,A,1981,75.5,
572,CAN,LIFEEXP,TOT,YR,A,1982,75.6,B
573,CAN,LIFEEXP,TOT,YR,A,1983,75.9,
574,CAN,LIFEEXP,TOT,YR,A,1984,76.2,
575,CAN,LIFEEXP,TOT,YR,A,1985,76.3,
576,CAN,LIFEEXP,TOT,YR,A,1986,76.5,
577,CAN,LIFEEXP,TOT,YR,A,1987,76.6,
578,CAN,LIFEEXP,TOT,YR,A,1988,76.8,
579,CAN,LIFEEXP,TOT,YR,A,1989,77.0,
580,CAN,LIFEEXP,TOT,YR,A,1990,77.2,
581,CAN,LIFEEXP,TOT,YR,A,1991,77.5,
582,CAN,LIFEEXP,TOT,YR,A,1992,77.7,
583,CAN,LIFEEXP,TOT,YR,A,1993,77.8,
584,CAN,LIFEEXP,TOT,YR,A,1994,77.9,
585,CAN,LIFEEXP,TOT,YR,A,1995,77.9,
586,CAN,LIFEEXP,TOT,YR,A,1996,78.1,
587,CAN,LIFEEXP,TOT,YR,A,1997,78.3,
588,CAN,LIFEEXP,TOT,YR,A,1998,78.5,
589,CAN,LIFEEXP,TOT,YR,A,1999,78.7,
590,CAN,LIFEEXP,TOT,YR,A,2000,79.0,
591,CAN,LIFEEXP,TOT,YR,A,2001,79.2,
592,CAN,LIFEEXP,TOT,YR,A,2002,79.4,
593,CAN,LIFEEXP,TOT,YR,A,2003,79.6,
594,CAN,LIFEEXP,TOT,YR,A,2004,79.8,
595,CAN,LIFEEXP,TOT,YR,A,2005,80.0,
596,CAN,LIFEEXP,TOT,YR,A,2006,80.3,
597,CAN,LIFEEXP,TOT,YR,A,2007,80.4,
598,CAN,LIFEEXP,TOT,YR,A,2008,80.6,
599,CAN,LIFEEXP,TOT,YR,A,2009,80.8,
600,CAN,LIFEEXP,TOT,YR,A,2010,81.1,
601,CAN,LIFEEXP,TOT,YR,A,2011,81.3,
602,CAN,LIFEEXP,TOT,YR,A,2012,81.5,
603,CAN,LIFEEXP,TOT,YR,A,2013,81.7,
604,CAN,LIFEEXP,TOT,YR,A,2014,81.8,
605,CAN,LIFEEXP,TOT,YR,A,2015,81.9,
606,CAN,LIFEEXP,TOT,YR,A,2016,82.0,
607,CAN,LIFEEXP,TOT,YR,A,2017,82.0,
729,CZE,LIFEEXP,TOT,YR,A,1980,70.5,
730,CZE,LIFEEXP,TOT,YR,A,1981,70.8,
731,CZE,LIFEEXP,TOT,YR,A,1982,70.9,
732,CZE,LIFEEXP,TOT,YR,A,1983,70.8,
733,CZE,LIFEEXP,TOT,YR,A,1984,71.0,
734,CZE,LIFEEXP,TOT,YR,A,1985,71.2,
735,CZE,LIFEEXP,TOT,YR,A,1986,71.1,
736,CZE,LIFEEXP,TOT,YR,A,1987,71.6,
737,CZE,LIFEEXP,TOT,YR,A,1988,71.8,
738,CZE,LIFEEXP,TOT,YR,A,1989,71.9,
739,CZE,LIFEEXP,TOT,YR,A,1990,71.6,
740,CZE,LIFEEXP,TOT,YR,A,1991,72.0,
741,CZE,LIFEEXP,TOT,YR,A,1992,72.5,
742,CZE,LIFEEXP,TOT,YR,A,1993,72.9,
743,CZE,LIFEEXP,TOT,YR,A,1994,73.2,
744,CZE,LIFEEXP,TOT,YR,A,1995,73.3,
745,CZE,LIFEEXP,TOT,YR,A,1996,74.0,
746,CZE,LIFEEXP,TOT,YR,A,1997,74.1,
747,CZE,LIFEEXP,TOT,YR,A,1998,74.7,
748,CZE,LIFEEXP,TOT,YR,A,1999,74.9,
749,CZE,LIFEEXP,TOT,YR,A,2000,75.1,
750,CZE,LIFEEXP,TOT,YR,A,2001,75.3,
751,CZE,LIFEEXP,TOT,YR,A,2002,75.4,
752,CZE,LIFEEXP,TOT,YR,A,2003,75.3,
753,CZE,LIFEEXP,TOT,YR,A,2004,75.8,
754,CZE,LIFEEXP,TOT,YR,A,2005,76.1,
755,CZE,LIFEEXP,TOT,YR,A,2006,76.7,
756,CZE,LIFEEXP,TOT,YR,A,2007,77.0,
757,CZE,LIFEEXP,TOT,YR,A,2008,77.3,
758,CZE,LIFEEXP,TOT,YR,A,2009,77.4,
759,CZE,LIFEEXP,TOT,YR,A,2010,77.7,
760,CZE,LIFEEXP,TOT,YR,A,2011,78.0,
761,CZE,LIFEEXP,TOT,YR,A,2012,78.2,
762,CZE,LIFEEXP,TOT,YR,A,2013,78.3,
763,CZE,LIFEEXP,TOT,YR,A,2014,78.9,
764,CZE,LIFEEXP,TOT,YR,A,2015,78.7,
765,CZE,LIFEEXP,TOT,YR,A,2016,79.1,
766,CZE,LIFEEXP,TOT,YR,A,2017,79.1,
891,DNK,LIFEEXP,TOT,YR,A,1980,74.3,
892,DNK,LIFEEXP,TOT,YR,A,1981,74.4,
893,DNK,LIFEEXP,TOT,YR,A,1982,74.7,
894,DNK,LIFEEXP,TOT,YR,A,1983,74.6,
895,DNK,LIFEEXP,TOT,YR,A,1984,74.8,
896,DNK,LIFEEXP,TOT,YR,A,1985,74.6,
897,DNK,LIFEEXP,TOT,YR,A,1986,74.8,
898,DNK,LIFEEXP,TOT,YR,A,1987,74.9,
899,DNK,LIFEEXP,TOT,YR,A,1988,75.0,
900,DNK,LIFEEXP,TOT,YR,A,1989,75.0,
901,DNK,LIFEEXP,TOT,YR,A,1990,74.9,
902,DNK,LIFEEXP,TOT,YR,A,1991,75.3,
903,DNK,LIFEEXP,TOT,YR,A,1992,75.3,
904,DNK,LIFEEXP,TOT,YR,A,1993,75.2,
905,DNK,LIFEEXP,TOT,YR,A,1994,75.5,
906,DNK,LIFEEXP,TOT,YR,A,1995,75.3,
907,DNK,LIFEEXP,TOT,YR,A,1996,75.7,
908,DNK,LIFEEXP,TOT,YR,A,1997,76.1,
909,DNK,LIFEEXP,TOT,YR,A,1998,76.5,
910,DNK,LIFEEXP,TOT,YR,A,1999,76.6,
911,DNK,LIFEEXP,TOT,YR,A,2000,76.9,
912,DNK,LIFEEXP,TOT,YR,A,2001,77.0,
913,DNK,LIFEEXP,TOT,YR,A,2002,77.1,
914,DNK,LIFEEXP,TOT,YR,A,2003,77.4,
915,DNK,LIFEEXP,TOT,YR,A,2004,77.8,
916,DNK,LIFEEXP,TOT,YR,A,2005,78.3,
917,DNK,LIFEEXP,TOT,YR,A,2006,78.4,
918,DNK,LIFEEXP,TOT,YR,A,2007,78.4,
919,DNK,LIFEEXP,TOT,YR,A,2008,78.8,
920,DNK,LIFEEXP,TOT,YR,A,2009,79.0,
921,DNK,LIFEEXP,TOT,YR,A,2010,79.3,
922,DNK,LIFEEXP,TOT,YR,A,2011,79.9,
923,DNK,LIFEEXP,TOT,YR,A,2012,80.1,
924,DNK,LIFEEXP,TOT,YR,A,2013,80.4,
925,DNK,LIFEEXP,TOT,YR,A,2014,80.8,
926,DNK,LIFEEXP,TOT,YR,A,2015,80.8,
927,DNK,LIFEEXP,TOT,YR,A,2016,80.9,
928,DNK,LIFEEXP,TOT,YR,A,2017,81.2,
1045,FIN,LIFEEXP,TOT,YR,A,1980,73.6,
1046,FIN,LIFEEXP,TOT,YR,A,1981,73.9,
1047,FIN,LIFEEXP,TOT,YR,A,1982,74.6,
1048,FIN,LIFEEXP,TOT,YR,A,1983,74.4,
1049,FIN,LIFEEXP,TOT,YR,A,1984,74.8,
1050,FIN,LIFEEXP,TOT,YR,A,1985,74.5,
1051,FIN,LIFEEXP,TOT,YR,A,1986,74.8,
1052,FIN,LIFEEXP,TOT,YR,A,1987,74.8,
1053,FIN,LIFEEXP,TOT,YR,A,1988,74.8,
1054,FIN,LIFEEXP,TOT,YR,A,1989,75.0,
1055,FIN,LIFEEXP,TOT,YR,A,1990,75.0,
1056,FIN,LIFEEXP,TOT,YR,A,1991,75.5,
1057,FIN,LIFEEXP,TOT,YR,A,1992,75.7,
1058,FIN,LIFEEXP,TOT,YR,A,1993,75.8,
1059,FIN,LIFEEXP,TOT,YR,A,1994,76.6,
1060,FIN,LIFEEXP,TOT,YR,A,1995,76.6,
1061,FIN,LIFEEXP,TOT,YR,A,1996,76.9,
1062,FIN,LIFEEXP,TOT,YR,A,1997,77.1,
1063,FIN,LIFEEXP,TOT,YR,A,1998,77.3,
1064,FIN,LIFEEXP,TOT,YR,A,1999,77.5,
1065,FIN,LIFEEXP,TOT,YR,A,2000,77.7,
1066,FIN,LIFEEXP,TOT,YR,A,2001,78.2,
1067,FIN,LIFEEXP,TOT,YR,A,2002,78.3,
1068,FIN,LIFEEXP,TOT,YR,A,2003,78.5,
1069,FIN,LIFEEXP,TOT,YR,A,2004,79.0,
1070,FIN,LIFEEXP,TOT,YR,A,2005,79.1,
1071,FIN,LIFEEXP,TOT,YR,A,2006,79.5,
1072,FIN,LIFEEXP,TOT,YR,A,2007,79.6,
1073,FIN,LIFEEXP,TOT,YR,A,2008,79.9,
1074,FIN,LIFEEXP,TOT,YR,A,2009,80.1,
1075,FIN,LIFEEXP,TOT,YR,A,2010,80.2,
1076,FIN,LIFEEXP,TOT,YR,A,2011,80.6,
1077,FIN,LIFEEXP,TOT,YR,A,2012,80.7,
1078,FIN,LIFEEXP,TOT,YR,A,2013,81.1,
1079,FIN,LIFEEXP,TOT,YR,A,2014,81.3,
1080,FIN,LIFEEXP,TOT,YR,A,2015,81.6,
1081,FIN,LIFEEXP,TOT,YR,A,2016,81.5,
1082,FIN,LIFEEXP,TOT,YR,A,2017,81.7,
1212,FRA,LIFEEXP,TOT,YR,A,1980,74.3,
1213,FRA,LIFEEXP,TOT,YR,A,1981,74.5,
1214,FRA,LIFEEXP,TOT,YR,A,1982,74.8,
1215,FRA,LIFEEXP,TOT,YR,A,1983,74.8,
1216,FRA,LIFEEXP,TOT,YR,A,1984,75.3,
1217,FRA,LIFEEXP,TOT,YR,A,1985,75.4,
1218,FRA,LIFEEXP,TOT,YR,A,1986,75.7,
1219,FRA,LIFEEXP,TOT,YR,A,1987,76.3,
1220,FRA,LIFEEXP,TOT,YR,A,1988,76.6,
1221,FRA,LIFEEXP,TOT,YR,A,1989,76.7,
1222,FRA,LIFEEXP,TOT,YR,A,1990,77.0,
1223,FRA,LIFEEXP,TOT,YR,A,1991,77.2,
1224,FRA,LIFEEXP,TOT,YR,A,1992,77.5,
1225,FRA,LIFEEXP,TOT,YR,A,1993,77.6,
1226,FRA,LIFEEXP,TOT,YR,A,1994,78.0,
1227,FRA,LIFEEXP,TOT,YR,A,1995,78.1,
1228,FRA,LIFEEXP,TOT,YR,A,1996,78.3,
1229,FRA,LIFEEXP,TOT,YR,A,1997,78.6,
1230,FRA,LIFEEXP,TOT,YR,A,1998,78.8,
1231,FRA,LIFEEXP,TOT,YR,A,1999,78.9,
1232,FRA,LIFEEXP,TOT,YR,A,2000,79.2,
1233,FRA,LIFEEXP,TOT,YR,A,2001,79.3,
1234,FRA,LIFEEXP,TOT,YR,A,2002,79.4,
1235,FRA,LIFEEXP,TOT,YR,A,2003,79.3,
1236,FRA,LIFEEXP,TOT,YR,A,2004,80.3,
1237,FRA,LIFEEXP,TOT,YR,A,2005,80.4,
1238,FRA,LIFEEXP,TOT,YR,A,2006,81.0,
1239,FRA,LIFEEXP,TOT,YR,A,2007,81.2,
1240,FRA,LIFEEXP,TOT,YR,A,2008,81.4,
1241,FRA,LIFEEXP,TOT,YR,A,2009,81.5,
1242,FRA,LIFEEXP,TOT,YR,A,2010,81.8,
1243,FRA,LIFEEXP,TOT,YR,A,2011,82.3,
1244,FRA,LIFEEXP,TOT,YR,A,2012,82.1,
1245,FRA,LIFEEXP,TOT,YR,A,2013,82.3,
1246,FRA,LIFEEXP,TOT,YR,A,2014,82.8,
1247,FRA,LIFEEXP,TOT,YR,A,2015,82.4,
1248,FRA,LIFEEXP,TOT,YR,A,2016,82.6,
1249,FRA,LIFEEXP,TOT,YR,A,2017,82.6,
1386,DEU,LIFEEXP,TOT,YR,A,1980,72.9,
1387,DEU,LIFEEXP,TOT,YR,A,1981,73.2,
1388,DEU,LIFEEXP,TOT,YR,A,1982,73.5,
1389,DEU,LIFEEXP,TOT,YR,A,1983,73.8,
1390,DEU,LIFEEXP,TOT,YR,A,1984,74.3,
1391,DEU,LIFEEXP,TOT,YR,A,1985,74.9,
1392,DEU,LIFEEXP,TOT,YR,A,1986,75.1,
1393,DEU,LIFEEXP,TOT,YR,A,1987,75.6,
1394,DEU,LIFEEXP,TOT,YR,A,1988,75.8,
1395,DEU,LIFEEXP,TOT,YR,A,1989,75.9,
1396,DEU,LIFEEXP,TOT,YR,A,1990,77.2,
1397,DEU,LIFEEXP,TOT,YR,A,1991,75.5,B
1398,DEU,LIFEEXP,TOT,YR,A,1992,76.0,
1399,DEU,LIFEEXP,TOT,YR,A,1993,76.1,
1400,DEU,LIFEEXP,TOT,YR,A,1994,76.4,
1401,DEU,LIFEEXP,TOT,YR,A,1995,76.6,
1402,DEU,LIFEEXP,TOT,YR,A,1996,76.9,
1403,DEU,LIFEEXP,TOT,YR,A,1997,77.3,
1404,DEU,LIFEEXP,TOT,YR,A,1998,77.7,
1405,DEU,LIFEEXP,TOT,YR,A,1999,77.9,
1406,DEU,LIFEEXP,TOT,YR,A,2000,78.2,
1407,DEU,LIFEEXP,TOT,YR,A,2001,78.5,
1408,DEU,LIFEEXP,TOT,YR,A,2002,78.5,
1409,DEU,LIFEEXP,TOT,YR,A,2003,78.6,
1410,DEU,LIFEEXP,TOT,YR,A,2004,79.2,
1411,DEU,LIFEEXP,TOT,YR,A,2005,79.4,
1412,DEU,LIFEEXP,TOT,YR,A,2006,79.8,
1413,DEU,LIFEEXP,TOT,YR,A,2007,80.1,
1414,DEU,LIFEEXP,TOT,YR,A,2008,80.2,
1415,DEU,LIFEEXP,TOT,YR,A,2009,80.3,
1416,DEU,LIFEEXP,TOT,YR,A,2010,80.5,
1417,DEU,LIFEEXP,TOT,YR,A,2011,80.5,
1418,DEU,LIFEEXP,TOT,YR,A,2012,80.6,
1419,DEU,LIFEEXP,TOT,YR,A,2013,80.6,
1420,DEU,LIFEEXP,TOT,YR,A,2014,81.2,
1421,DEU,LIFEEXP,TOT,YR,A,2015,80.7,
1422,DEU,LIFEEXP,TOT,YR,A,2016,81.1,
1423,DEU,LIFEEXP,TOT,YR,A,2017,81.1,
1558,GRC,LIFEEXP,TOT,YR,A,1980,75.3,
1559,GRC,LIFEEXP,TOT,YR,A,1981,75.7,
1560,GRC,LIFEEXP,TOT,YR,A,1982,75.9,
1561,GRC,LIFEEXP,TOT,YR,A,1983,75.7,
1562,GRC,LIFEEXP,TOT,YR,A,1984,76.2,
1563,GRC,LIFEEXP,TOT,YR,A,1985,76.0,
1564,GRC,LIFEEXP,TOT,YR,A,1986,76.5,
1565,GRC,LIFEEXP,TOT,YR,A,1987,76.3,
1566,GRC,LIFEEXP,TOT,YR,A,1988,76.8,
1567,GRC,LIFEEXP,TOT,YR,A,1989,77.0,
1568,GRC,LIFEEXP,TOT,YR,A,1990,77.1,
1569,GRC,LIFEEXP,TOT,YR,A,1991,77.3,
1570,GRC,LIFEEXP,TOT,YR,A,1992,77.2,
1571,GRC,LIFEEXP,TOT,YR,A,1993,77.6,
1572,GRC,LIFEEXP,TOT,YR,A,1994,77.8,
1573,GRC,LIFEEXP,TOT,YR,A,1995,77.8,
1574,GRC,LIFEEXP,TOT,YR,A,1996,78.0,
1575,GRC,LIFEEXP,TOT,YR,A,1997,78.4,
1576,GRC,LIFEEXP,TOT,YR,A,1998,78.4,
1577,GRC,LIFEEXP,TOT,YR,A,1999,78.5,
1578,GRC,LIFEEXP,TOT,YR,A,2000,78.6,
1579,GRC,LIFEEXP,TOT,YR,A,2001,79.1,
1580,GRC,LIFEEXP,TOT,YR,A,2002,79.2,
1581,GRC,LIFEEXP,TOT,YR,A,2003,79.3,
1582,GRC,LIFEEXP,TOT,YR,A,2004,79.4,
1583,GRC,LIFEEXP,TOT,YR,A,2005,79.7,
1584,GRC,LIFEEXP,TOT,YR,A,2006,79.9,
1585,GRC,LIFEEXP,TOT,YR,A,2007,79.7,
1586,GRC,LIFEEXP,TOT,YR,A,2008,80.3,
1587,GRC,LIFEEXP,TOT,YR,A,2009,80.4,
1588,GRC,LIFEEXP,TOT,YR,A,2010,80.7,
1589,GRC,LIFEEXP,TOT,YR,A,2011,80.8,
1590,GRC,LIFEEXP,TOT,YR,A,2012,80.7,
1591,GRC,LIFEEXP,TOT,YR,A,2013,81.4,
1592,GRC,LIFEEXP,TOT,YR,A,2014,81.5,
1593,GRC,LIFEEXP,TOT,YR,A,2015,81.1,
1594,GRC,LIFEEXP,TOT,YR,A,2016,81.5,
1595,GRC,LIFEEXP,TOT,YR,A,2017,81.4,
1731,HUN,LIFEEXP,TOT,YR,A,1980,69.2,
1732,HUN,LIFEEXP,TOT,YR,A,1981,69.3,
1733,HUN,LIFEEXP,TOT,YR,A,1982,69.5,
1734,HUN,LIFEEXP,TOT,YR,A,1983,69.1,
1735,HUN,LIFEEXP,TOT,YR,A,1984,69.2,
1736,HUN,LIFEEXP,TOT,YR,A,1985,69.2,
1737,HUN,LIFEEXP,TOT,YR,A,1986,69.3,
1738,HUN,LIFEEXP,TOT,YR,A,1987,69.8,
1739,HUN,LIFEEXP,TOT,YR,A,1988,70.2,
1740,HUN,LIFEEXP,TOT,YR,A,1989,69.6,
1741,HUN,LIFEEXP,TOT,YR,A,1990,69.5,
1742,HUN,LIFEEXP,TOT,YR,A,1991,69.6,
1743,HUN,LIFEEXP,TOT,YR,A,1992,69.4,
1744,HUN,LIFEEXP,TOT,YR,A,1993,69.4,
1745,HUN,LIFEEXP,TOT,YR,A,1994,69.8,
1746,HUN,LIFEEXP,TOT,YR,A,1995,70.1,
1747,HUN,LIFEEXP,TOT,YR,A,1996,70.7,
1748,HUN,LIFEEXP,TOT,YR,A,1997,71.1,
1749,HUN,LIFEEXP,TOT,YR,A,1998,71.1,
1750,HUN,LIFEEXP,TOT,YR,A,1999,71.2,
1751,HUN,LIFEEXP,TOT,YR,A,2000,71.9,
1752,HUN,LIFEEXP,TOT,YR,A,2001,72.5,
1753,HUN,LIFEEXP,TOT,YR,A,2002,72.5,
1754,HUN,LIFEEXP,TOT,YR,A,2003,72.6,
1755,HUN,LIFEEXP,TOT,YR,A,2004,73.0,
1756,HUN,LIFEEXP,TOT,YR,A,2005,73.0,
1757,HUN,LIFEEXP,TOT,YR,A,2006,73.5,
1758,HUN,LIFEEXP,TOT,YR,A,2007,73.6,
1759,HUN,LIFEEXP,TOT,YR,A,2008,74.2,
1760,HUN,LIFEEXP,TOT,YR,A,2009,74.4,
1761,HUN,LIFEEXP,TOT,YR,A,2010,74.7,
1762,HUN,LIFEEXP,TOT,YR,A,2011,75.0,
1763,HUN,LIFEEXP,TOT,YR,A,2012,75.2,B
1764,HUN,LIFEEXP,TOT,YR,A,2013,75.7,
1765,HUN,LIFEEXP,TOT,YR,A,2014,75.9,
1766,HUN,LIFEEXP,TOT,YR,A,2015,75.7,
1767,HUN,LIFEEXP,TOT,YR,A,2016,76.2,
1768,HUN,LIFEEXP,TOT,YR,A,2017,75.9,
1901,ISL,LIFEEXP,TOT,YR,A,1980,77.0,
1902,ISL,LIFEEXP,TOT,YR,A,1981,76.6,
1903,ISL,LIFEEXP,TOT,YR,A,1982,77.1,
1904,ISL,LIFEEXP,TOT,YR,A,1983,77.0,
1905,ISL,LIFEEXP,TOT,YR,A,1984,77.7,
1906,ISL,LIFEEXP,TOT,YR,A,1985,77.7,
1907,ISL,LIFEEXP,TOT,YR,A,1986,78.1,
1908,ISL,LIFEEXP,TOT,YR,A,1987,77.4,
1909,ISL,LIFEEXP,TOT,YR,A,1988,77.2,
1910,ISL,LIFEEXP,TOT,YR,A,1989,78.2,
1911,ISL,LIFEEXP,TOT,YR,A,1990,78.1,
1912,ISL,LIFEEXP,TOT,YR,A,1991,78.1,
1913,ISL,LIFEEXP,TOT,YR,A,1992,78.8,
1914,ISL,LIFEEXP,TOT,YR,A,1993,79.0,
1915,ISL,LIFEEXP,TOT,YR,A,1994,79.3,
1916,ISL,LIFEEXP,TOT,YR,A,1995,78.1,
1917,ISL,LIFEEXP,TOT,YR,A,1996,78.9,
1918,ISL,LIFEEXP,TOT,YR,A,1997,79.0,
1919,ISL,LIFEEXP,TOT,YR,A,1998,79.7,
1920,ISL,LIFEEXP,TOT,YR,A,1999,79.4,
1921,ISL,LIFEEXP,TOT,YR,A,2000,79.7,
1922,ISL,LIFEEXP,TOT,YR,A,2001,80.8,
1923,ISL,LIFEEXP,TOT,YR,A,2002,80.6,
1924,ISL,LIFEEXP,TOT,YR,A,2003,81.0,
