,LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
4990,BRA,LIFEEXP,TOT,YR,A,1999,69.7,
4991,BRA,LIFEEXP,TOT,YR,A,2000,70.1,
4992,BRA,LIFEEXP,TOT,YR,A,2001,70.5,
4993,BRA,LIFEEXP,TOT,YR,A,2002,70.9,
4994,BRA,LIFEEXP,TOT,YR,A,2003,71.3,
4995,BRA,LIFEEXP,TOT,YR,A,2004,71.7,
4996,BRA,LIFEEXP,TOT,YR,A,2005,72.1,
4997,BRA,LIFEEXP,TOT,YR,A,2006,72.4,
4998,BRA,LIFEEXP,TOT,YR,A,2007,72.8,
4999,BRA,LIFEEXP,TOT,YR,A,2008,73.2,
5000,BRA,LIFEEXP,TOT,YR,A,2009,73.5,
5001,BRA,LIFEEXP,TOT,YR,A,2010,73.9,
5002,BRA,LIFEEXP,TOT,YR,A,2011,74.2,
5003,BRA,LIFEEXP,TOT,YR,A,2012,74.5,
5004,BRA,LIFEEXP,TOT,YR,A,2013,74.8,
5005,BRA,LIFEEXP,TOT,YR,A,2014,75.0,
5006,BRA,LIFEEXP,TOT,YR,A,2015,75.3,
5007,BRA,LIFEEXP,TOT,YR,A,2016,75.5,
5008,BRA,LIFEEXP,TOT,YR,A,2017,75.7,
5096,CHL,LIFEEXP,TOT,YR,A,1990,72.9,
5097,CHL,LIFEEXP,TOT,YR,A,1991,74.0,
5098,CHL,LIFEEXP,TOT,YR,A,1992,74.5,
5099,CHL,LIFEEXP,TOT,YR,A,1993,74.5,
5100,CHL,LIFEEXP,TOT,YR,A,1994,75.0,
5101,CHL,LIFEEXP,TOT,YR,A,1995,74.8,
5102,CHL,LIFEEXP,TOT,YR,A,1996,75.2,
5103,CHL,LIFEEXP,TOT,YR,A,1997,75.7,
5104,CHL,LIFEEXP,TOT,YR,A,1998,75.8,
5105,CHL,LIFEEXP,TOT,YR,A,1999,76.0,
5106,CHL,LIFEEXP,TOT,YR,A,2000,76.8,
5107,CHL,LIFEEXP,TOT,YR,A,2001,76.8,
5108,CHL,LIFEEXP,TOT,YR,A,2002,77.2,
5109,CHL,LIFEEXP,TOT,YR,A,2003,77.2,
5110,CHL,LIFEEXP,TOT,YR,A,2004,77.2,
5111,CHL,LIFEEXP,TOT,YR,A,2005,77.6,
5112,CHL,LIFEEXP,TOT,YR,A,2006,78.0,
5113,CHL,LIFEEXP,TOT,YR,A,2007,77.5,
5114,CHL,LIFEEXP,TOT,YR,A,2008,78.1,
5115,CHL,LIFEEXP,TOT,YR,A,2009,78.2,
5116,CHL,LIFEEXP,TOT,YR,A,2010,78.0,
5117,CHL,LIFEEXP,TOT,YR,A,2011,78.7,
5118,CHL,LIFEEXP,TOT,YR,A,2012,78.7,
5119,CHL,LIFEEXP,TOT,YR,A,2013,79.5,
5120,CHL,LIFEEXP,TOT,YR,A,2014,79.7,
5121,CHL,LIFEEXP,TOT,YR,A,2015,79.9,
5122,CHL,LIFEEXP,TOT,YR,A,2016,80.2,
5229,CHN,LIFEEXP,TOT,YR,A,1980,66.9,
5230,CHN,LIFEEXP,TOT,YR,A,1981,67.3,
5231,CHN,LIFEEXP,TOT,YR,A,1982,67.6,
5232,CHN,LIFEEXP,TOT,YR,A,1983,68.0,
5233,CHN,LIFEEXP,TOT,YR,A,1984,68.2,
5234,CHN,LIFEEXP,TOT,YR,A,1985,68.5,
5235,CHN,LIFEEXP,TOT,YR,A,1986,68.7,
5236,CHN,LIFEEXP,TOT,YR,A,1987,68.9,
5237,CHN,LIFEEXP,TOT,YR,A,1988,69.1,
5238,CHN,LIFEEXP,TOT,YR,A,1989,69.2,
5239,CHN,LIFEEXP,TOT,YR,A,1990,69.4,
5240,CHN,LIFEEXP,TOT,YR,A,1991,69.5,
5241,CHN,LIFEEXP,TOT,YR,A,1992,69.7,
5242,CHN,LIFEEXP,TOT,YR,A,1993,69.8,
5243,CHN,LIFEEXP,TOT,YR,A,1994,70.0,
5244,CHN,LIFEEXP,TOT,YR,A,1995,70.3,
5245,CHN,LIFEEXP,TOT,YR,A,1996,70.5,
5246,CHN,LIFEEXP,TOT,YR,A,1997,70.8,
5247,CHN,LIFEEXP,TOT,YR,A,1998,71.2,
5248,CHN,LIFEEXP,TOT,YR,A,1999,71.6,
5249,CHN,LIFEEXP,TOT,YR,A,2000,72.0,
5250,CHN,LIFEEXP,TOT,YR,A,2001,72.5,
5251,CHN,LIFEEXP,TOT,YR,A,2002,72.9,
5252,CHN,LIFEEXP,TOT,YR,A,2003,73.3,
5253,CHN,LIFEEXP,TOT,YR,A,2004,73.7,
5254,CHN,LIFEEXP,TOT,YR,A,2005,74.1,
5255,CHN,LIFEEXP,TOT,YR,A,2006,74.4,
5256,CHN,LIFEEXP,TOT,YR,A,2007,74.6,
5257,CHN,LIFEEXP,TOT,YR,A,2008,74.9,
5258,CHN,LIFEEXP,TOT,YR,A,2009,75.1,
5259,CHN,LIFEEXP,TOT,YR,A,2010,75.3,
5260,CHN,LIFEEXP,TOT,YR,A,2011,75.5,
5261,CHN,LIFEEXP,TOT,YR,A,2012,75.7,
5262,CHN,LIFEEXP,TOT,YR,A,2013,75.8,
5263,CHN,LIFEEXP,TOT,YR,A,2014,76.0,
5264,CHN,LIFEEXP,TOT,YR,A,2015,76.2,
5265,CHN,LIFEEXP,TOT,YR,A,2016,76.3,
5266,CHN,LIFEEXP,TOT,YR,A,2017,76.5,
5403,EST,LIFEEXP,TOT,YR,A,1980,69.3,
5404,EST,LIFEEXP,TOT,YR,A,1981,69.1,
5405,EST,LIFEEXP,TOT,YR,A,1982,69.7,
5406,EST,LIFEEXP,TOT,YR,A,1983,69.6,
5407,EST,LIFEEXP,TOT,YR,A,1984,69.5,
5408,EST,LIFEEXP,TOT,YR,A,1985,69.6,
5409,EST,LIFEEXP,TOT,YR,A,1986,70.7,
5410,EST,LIFEEXP,TOT,YR,A,1987,70.7,
5411,EST,LIFEEXP,TOT,YR,A,1988,70.8,
5412,EST,LIFEEXP,TOT,YR,A,1989,70.3,
5413,EST,LIFEEXP,TOT,YR,A,1990,69.8,
5414,EST,LIFEEXP,TOT,YR,A,1991,69.7,
5415,EST,LIFEEXP,TOT,YR,A,1992,69.1,
5416,EST,LIFEEXP,TOT,YR,A,1993,68.2,
5417,EST,LIFEEXP,TOT,YR,A,1994,66.8,
5418,EST,LIFEEXP,TOT,YR,A,1995,67.9,
5419,EST,LIFEEXP,TOT,YR,A,1996,69.9,
5420,EST,LIFEEXP,TOT,YR,A,1997,70.1,
5421,EST,LIFEEXP,TOT,YR,A,1998,69.7,
5422,EST,LIFEEXP,TOT,YR,A,1999,70.6,
5423,EST,LIFEEXP,TOT,YR,A,2000,71.0,
5424,EST,LIFEEXP,TOT,YR,A,2001,70.9,
5425,EST,LIFEEXP,TOT,YR,A,2002,71.4,
5426,EST,LIFEEXP,TOT,YR,A,2003,71.8,
5427,EST,LIFEEXP,TOT,YR,A,2004,72.4,
5428,EST,LIFEEXP,TOT,YR,A,2005,72.9,
5429,EST,LIFEEXP,TOT,YR,A,2006,73.1,
5430,EST,LIFEEXP,TOT,YR,A,2007,73.2,
5431,EST,LIFEEXP,TOT,YR,A,2008,74.2,
5432,EST,LIFEEXP,TOT,YR,A,2009,75.2,
5433,EST,LIFEEXP,TOT,YR,A,2010,75.9,
5434,EST,LIFEEXP,TOT,YR,A,2011,76.4,
5435,EST,LIFEEXP,TOT,YR,A,2012,76.5,
5436,EST,LIFEEXP,TOT,YR,A,2013,77.3,
5437,EST,LIFEEXP,TOT,YR,A,2014,77.2,
5438,EST,LIFEEXP,TOT,YR,A,2015,77.7,
5439,EST,LIFEEXP,TOT,YR,A,2016,77.8,
5440,EST,LIFEEXP,TOT,YR,A,2017,78.2,
5577,IND,LIFEEXP,TOT,YR,A,1980,53.9,
5578,IND,LIFEEXP,TOT,YR,A,1981,54.3,
5579,IND,LIFEEXP,TOT,YR,A,1982,54.7,
5580,IND,LIFEEXP,TOT,YR,A,1983,55.1,
5581,IND,LIFEEXP,TOT,YR,A,1984,55.5,
5582,IND,LIFEEXP,TOT,YR,A,1985,55.8,
5583,IND,LIFEEXP,TOT,YR,A,1986,56.2,
5584,IND,LIFEEXP,TOT,YR,A,1987,56.6,
5585,IND,LIFEEXP,TOT,YR,A,1988,57.0,
5586,IND,LIFEEXP,TOT,YR,A,1989,57.5,
5587,IND,LIFEEXP,TOT,YR,A,1990,57.9,
5588,IND,LIFEEXP,TOT,YR,A,1991,58.4,
5589,IND,LIFEEXP,TOT,YR,A,1992,58.9,
5590,IND,LIFEEXP,TOT,YR,A,1993,59.4,
5591,IND,LIFEEXP,TOT,YR,A,1994,60.0,
5592,IND,LIFEEXP,TOT,YR,A,1995,60.4,
5593,IND,LIFEEXP,TOT,YR,A,1996,60.9,
5594,IND,LIFEEXP,TOT,YR,A,1997,61.4,
5595,IND,LIFEEXP,TOT,YR,A,1998,61.8,
5596,IND,LIFEEXP,TOT,YR,A,1999,62.2,
5597,IND,LIFEEXP,TOT,YR,A,2000,62.6,
5598,IND,LIFEEXP,TOT,YR,A,2001,63.0,
5599,IND,LIFEEXP,TOT,YR,A,2002,63.4,
5600,IND,LIFEEXP,TOT,YR,A,2003,63.8,
5601,IND,LIFEEXP,TOT,YR,A,2004,64.2,
5602,IND,LIFEEXP,TOT,YR,A,2005,64.6,
5603,IND,LIFEEXP,TOT,YR,A,2006,65.0,
5604,IND,LIFEEXP,TOT,YR,A,2007,65.4,
5605,IND,LIFEEXP,TOT,YR,A,2008,65.8,
5606,IND,LIFEEXP,TOT,YR,A,2009,66.3,
5607,IND,LIFEEXP,TOT,YR,A,2010,66.7,
5608,IND,LIFEEXP,TOT,YR,A,2011,67.1,
5609,IND,LIFEEXP,TOT,YR,A,2012,67.4,
5610,IND,LIFEEXP,TOT,YR,A,2013,67.8,
5611,IND,LIFEEXP,TOT,YR,A,2014,68.1,
5612,IND,LIFEEXP,TOT,YR,A,2015,68.4,
5613,IND,LIFEEXP,TOT,YR,A,2016,68.6,
5614,IND,LIFEEXP,TOT,YR,A,2017,68.9,
5751,IDN,LIFEEXP,TOT,YR,A,1980,59.6,
5752,IDN,LIFEEXP,TOT,YR,A,1981,60.1,
5753,IDN,LIFEEXP,TOT,YR,A,1982,60.5,
5754,IDN,LIFEEXP,TOT,YR,A,1983,60.9,
5755,IDN,LIFEEXP,TOT,YR,A,1984,61.2,
5756,IDN,LIFEEXP,TOT,YR,A,1985,61.6,
5757,IDN,LIFEEXP,TOT,YR,A,1986,61.9,
5758,IDN,LIFEEXP,TOT,YR,A,1987,62.3,
5759,IDN,LIFEEXP,TOT,YR,A,1988,62.6,
5760,IDN,LIFEEXP,TOT,YR,A,1989,62.9,
5761,IDN,LIFEEXP,TOT,YR,A,1990,63.3,
5762,IDN,LIFEEXP,TOT,YR,A,1991,63.7,
5763,IDN,LIFEEXP,TOT,YR,A,1992,64.0,
5764,IDN,LIFEEXP,TOT,YR,A,1993,64.4,
5765,IDN,LIFEEXP,TOT,YR,A,1994,64.7,
5766,IDN,LIFEEXP,TOT,YR,A,1995,65.0,
5767,IDN,LIFEEXP,TOT,YR,A,1996,65.3,
5768,IDN,LIFEEXP,TOT,YR,A,1997,65.6,
5769,IDN,LIFEEXP,TOT,YR,A,1998,65.9,
5770,IDN,LIFEEXP,TOT,YR,A,1999,66.1,
5771,IDN,LIFEEXP,TOT,YR,A,2000,66.3,
5772,IDN,LIFEEXP,TOT,YR,A,2001,66.5,
5773,IDN,LIFEEXP,TOT,YR,A,2002,66.7,
5774,IDN,LIFEEXP,TOT,YR,A,2003,66.8,
5775,IDN,LIFEEXP,TOT,YR,A,2004,67.0,
5776,IDN,LIFEEXP,TOT,YR,A,2005,67.2,
5777,IDN,LIFEEXP,TOT,YR,A,2006,67.4,
5778,IDN,LIFEEXP,TOT,YR,A,2007,67.6,
5779,IDN,LIFEEXP,TOT,YR,A,2008,67.8,
5780,IDN,LIFEEXP,TOT,YR,A,2009,68.0,
5781,IDN,LIFEEXP,TOT,YR,A,2010,68.2,
5782,IDN,LIFEEXP,TOT,YR,A,2011,68.4,
5783,IDN,LIFEEXP,TOT,YR,A,2012,68.6,
5784,IDN,LIFEEXP,TOT,YR,A,2013,68.7,
5785,IDN,LIFEEXP,TOT,YR,A,2014,68.9,
5786,IDN,LIFEEXP,TOT,YR,A,2015,69.1,
5787,IDN,LIFEEXP,TOT,YR,A,2016,69.3,
5788,IDN,LIFEEXP,TOT,YR,A,2017,69.4,
5903,ISR,LIFEEXP,TOT,YR,A,1980,73.9,
5904,ISR,LIFEEXP,TOT,YR,A,1981,74.3,
5905,ISR,LIFEEXP,TOT,YR,A,1982,74.2,
5906,ISR,LIFEEXP,TOT,YR,A,1983,74.5,
5907,ISR,LIFEEXP,TOT,YR,A,1984,74.9,
5908,ISR,LIFEEXP,TOT,YR,A,1985,75.3,
5909,ISR,LIFEEXP,TOT,YR,A,1986,75.0,
5910,ISR,LIFEEXP,TOT,YR,A,1987,75.3,
5911,ISR,LIFEEXP,TOT,YR,A,1988,75.7,
5912,ISR,LIFEEXP,TOT,YR,A,1989,76.4,
5913,ISR,LIFEEXP,TOT,YR,A,1990,76.7,
5914,ISR,LIFEEXP,TOT,YR,A,1991,76.8,
5915,ISR,LIFEEXP,TOT,YR,A,1992,76.6,
5916,ISR,LIFEEXP,TOT,YR,A,1993,77.2,
5917,ISR,LIFEEXP,TOT,YR,A,1994,77.5,
5918,ISR,LIFEEXP,TOT,YR,A,1995,77.5,
5919,ISR,LIFEEXP,TOT,YR,A,1996,78.2,
5920,ISR,LIFEEXP,TOT,YR,A,1997,78.1,
5921,ISR,LIFEEXP,TOT,YR,A,1998,78.2,
5922,ISR,LIFEEXP,TOT,YR,A,1999,78.5,
5923,ISR,LIFEEXP,TOT,YR,A,2000,78.8,
5924,ISR,LIFEEXP,TOT,YR,A,2001,79.3,
5925,ISR,LIFEEXP,TOT,YR,A,2002,79.5,
5926,ISR,LIFEEXP,TOT,YR,A,2003,79.7,
5927,ISR,LIFEEXP,TOT,YR,A,2004,80.2,
5928,ISR,LIFEEXP,TOT,YR,A,2005,80.2,
5929,ISR,LIFEEXP,TOT,YR,A,2006,80.6,
5930,ISR,LIFEEXP,TOT,YR,A,2007,80.6,
5931,ISR,LIFEEXP,TOT,YR,A,2008,81.0,
5932,ISR,LIFEEXP,TOT,YR,A,2009,81.5,B
5933,ISR,LIFEEXP,TOT,YR,A,2010,81.7,
5934,ISR,LIFEEXP,TOT,YR,A,2011,81.7,
5935,ISR,LIFEEXP,TOT,YR,A,2012,81.8,
5936,ISR,LIFEEXP,TOT,YR,A,2013,82.1,
5937,ISR,LIFEEXP,TOT,YR,A,2014,82.2,
5938,ISR,LIFEEXP,TOT,YR,A,2015,82.1,
5939,ISR,LIFEEXP,TOT,YR,A,2016,82.5,
5940,ISR,LIFEEXP,TOT,YR,A,2017,82.6,
6066,RUS,LIFEEXP,TOT,YR,A,1980,67.2,
6067,RUS,LIFEEXP,TOT,YR,A,1981,67.4,
6068,RUS,LIFEEXP,TOT,YR,A,1982,67.9,
6069,RUS,LIFEEXP,TOT,YR,A,1983,67.8,
6070,RUS,LIFEEXP,TOT,YR,A,1984,67.3,
6071,RUS,LIFEEXP,TOT,YR,A,1985,68.0,
6072,RUS,LIFEEXP,TOT,YR,A,1986,69.5,
6073,RUS,LIFEEXP,TOT,YR,A,1987,69.6,
6074,RUS,LIFEEXP,TOT,YR,A,1988,69.6,
6075,RUS,LIFEEXP,TOT,YR,A,1989,69.3,
6076,RUS,LIFEEXP,TOT,YR,A,1990,69.0,
6077,RUS,LIFEEXP,TOT,YR,A,1991,68.8,
6078,RUS,LIFEEXP,TOT,YR,A,1992,67.8,
6079,RUS,LIFEEXP,TOT,YR,A,1993,65.3,
6080,RUS,LIFEEXP,TOT,YR,A,1994,64.3,
6081,RUS,LIFEEXP,TOT,YR,A,1995,64.9,
6082,RUS,LIFEEXP,TOT,YR,A,1996,66.0,
6083,RUS,LIFEEXP,TOT,YR,A,1997,66.8,
6084,RUS,LIFEEXP,TOT,YR,A,1998,67.2,
6085,RUS,LIFEEXP,TOT,YR,A,1999,66.1,
6086,RUS,LIFEEXP,TOT,YR,A,2000,65.6,
6087,RUS,LIFEEXP,TOT,YR,A,2001,65.5,
6088,RUS,LIFEEXP,TOT,YR,A,2002,65.3,
6089,RUS,LIFEEXP,TOT,YR,A,2003,65.2,
6090,RUS,LIFEEXP,TOT,YR,A,2004,65.6,
6091,RUS,LIFEEXP,TOT,YR,A,2005,65.7,
6092,RUS,LIFEEXP,TOT,YR,A,2006,66.9,
6093,RUS,LIFEEXP,TOT,YR,A,2007,67.7,
6094,RUS,LIFEEXP,TOT,YR,A,2008,68.1,
6095,RUS,LIFEEXP,TOT,YR,A,2009,68.8,
6096,RUS,LIFEEXP,TOT,YR,A,2010,69.0,
6097,RUS,LIFEEXP,TOT,YR,A,2011,69.8,
6098,RUS,LIFEEXP,TOT,YR,A,2012,70.2,
6099,RUS,LIFEEXP,TOT,YR,A,2013,70.7,
6100,RUS,LIFEEXP,TOT,YR,A,2014,70.9,B
6101,RUS,LIFEEXP,TOT,YR,A,2015,71.3,
6102,RUS,LIFEEXP,TOT,YR,A,2016,71.8,
6103,RUS,LIFEEXP,TOT,YR,A,2017,72.6,
6200,SVN,LIFEEXP,TOT,YR,A,1982,71.2,
6201,SVN,LIFEEXP,TOT,YR,A,1983,71.0,
6202,SVN,LIFEEXP,TOT,YR,A,1984,71.4,
6203,SVN,LIFEEXP,TOT,YR,A,1985,71.9,
6204,SVN,LIFEEXP,TOT,YR,A,1986,72.4,
6205,SVN,LIFEEXP,TOT,YR,A,1987,72.4,
6206,SVN,LIFEEXP,TOT,YR,A,1988,73.0,
6207,SVN,LIFEEXP,TOT,YR,A,1989,73.4,
6208,SVN,LIFEEXP,TOT,YR,A,1990,73.8,
6209,SVN,LIFEEXP,TOT,YR,A,1991,73.5,
6210,SVN,LIFEEXP,TOT,YR,A,1992,73.6,
6211,SVN,LIFEEXP,TOT,YR,A,1993,73.5,
6212,SVN,LIFEEXP,TOT,YR,A,1994,74.0,
6213,SVN,LIFEEXP,TOT,YR,A,1995,74.7,
6214,SVN,LIFEEXP,TOT,YR,A,1996,75.1,
6215,SVN,LIFEEXP,TOT,YR,A,1997,75.1,
6216,SVN,LIFEEXP,TOT,YR,A,1998,75.3,
6217,SVN,LIFEEXP,TOT,YR,A,1999,75.7,
6218,SVN,LIFEEXP,TOT,YR,A,2000,76.1,
6219,SVN,LIFEEXP,TOT,YR,A,2001,76.4,
6220,SVN,LIFEEXP,TOT,YR,A,2002,76.6,
6221,SVN,LIFEEXP,TOT,YR,A,2003,76.4,
6222,SVN,LIFEEXP,TOT,YR,A,2004,77.2,
6223,SVN,LIFEEXP,TOT,YR,A,2005,77.4,
6224,SVN,LIFEEXP,TOT,YR,A,2006,78.3,
6225,SVN,LIFEEXP,TOT,YR,A,2007,78.3,
6226,SVN,LIFEEXP,TOT,YR,A,2008,79.1,B
6227,SVN,LIFEEXP,TOT,YR,A,2009,79.3,
6228,SVN,LIFEEXP,TOT,YR,A,2010,79.8,
6229,SVN,LIFEEXP,TOT,YR,A,2011,80.1,
6230,SVN,LIFEEXP,TOT,YR,A,2012,80.2,
6231,SVN,LIFEEXP,TOT,YR,A,2013,80.4,
6232,SVN,LIFEEXP,TOT,YR,A,2014,81.2,
6233,SVN,LIFEEXP,TOT,YR,A,2015,80.9,
6234,SVN,LIFEEXP,TOT,YR,A,2016,81.3,
6235,SVN,LIFEEXP,TOT,YR,A,2017,81.1,
6351,ZAF,LIFEEXP,TOT,YR,A,1980,57.9,
6352,ZAF,LIFEEXP,TOT,YR,A,1981,58.2,
6353,ZAF,LIFEEXP,TOT,YR,A,1982,58.5,
6354,ZAF,LIFEEXP,TOT,YR,A,1983,58.9,
6355,ZAF,LIFEEXP,TOT,YR,A,1984,59.3,
6356,ZAF,LIFEEXP,TOT,YR,A,1985,59.9,
6357,ZAF,LIFEEXP,TOT,YR,A,1986,60.4,
6358,ZAF,LIFEEXP,TOT,YR,A,1987,61.0,
6359,ZAF,LIFEEXP,TOT,YR,A,1988,61.5,
6360,ZAF,LIFEEXP,TOT,YR,A,1989,61.9,
6361,ZAF,LIFEEXP,TOT,YR,A,1990,62.2,
6362,ZAF,LIFEEXP,TOT,YR,A,1991,62.4,
6363,ZAF,LIFEEXP,TOT,YR,A,1992,62.4,
6364,ZAF,LIFEEXP,TOT,YR,A,1993,62.2,
6365,ZAF,LIFEEXP,TOT,YR,A,1994,61.9,
6366,ZAF,LIFEEXP,TOT,YR,A,1995,61.4,
6367,ZAF,LIFEEXP,TOT,YR,A,1996,60.6,
6368,ZAF,LIFEEXP,TOT,YR,A,1997,59.7,
6369,ZAF,LIFEEXP,TOT,YR,A,1998,58.7,
6370,ZAF,LIFEEXP,TOT,YR,A,1999,57.6,
6371,ZAF,LIFEEXP,TOT,YR,A,2000,56.4,
6372,ZAF,LIFEEXP,TOT,YR,A,2001,55.4,
6373,ZAF,LIFEEXP,TOT,YR,A,2002,54.4,
6374,ZAF,LIFEEXP,TOT,YR,A,2003,53.6,
6375,ZAF,LIFEEXP,TOT,YR,A,2004,52.9,
6376,ZAF,LIFEEXP,TOT,YR,A,2005,52.6,
6377,ZAF,LIFEEXP,TOT,YR,A,2006,52.7,
6378,ZAF,LIFEEXP,TOT,YR,A,2007,53.1,
6379,ZAF,LIFEEXP,TOT,YR,A,2008,53.8,
6380,ZAF,LIFEEXP,TOT,YR,A,2009,54.8,
6381,ZAF,LIFEEXP,TOT,YR,A,2010,55.9,
6382,ZAF,LIFEEXP,TOT,YR,A,2011,57.3,
6383,ZAF,LIFEEXP,TOT,YR,A,2012,58.6,
6384,ZAF,LIFEEXP,TOT,YR,A,2013,59.9,
6385,ZAF,LIFEEXP,TOT,YR,A,2014,61.0,
6386,ZAF,LIFEEXP,TOT,YR,A,2015,62.0,
6387,ZAF,LIFEEXP,TOT,YR,A,2016,62.8,
6388,ZAF,LIFEEXP,TOT,YR,A,2017,63.4,
6525,COL,LIFEEXP,TOT,YR,A,1980,65.5,
6526,COL,LIFEEXP,TOT,YR,A,1981,66.1,
6527,COL,LIFEEXP,TOT,YR,A,1982,66.6,
6528,COL,LIFEEXP,TOT,YR,A,1983,67.0,
6529,COL,LIFEEXP,TOT,YR,A,1984,67.4,
6530,COL,LIFEEXP,TOT,YR,A,1985,67.7,
6531,COL,LIFEEXP,TOT,YR,A,1986,67.9,
6532,COL,LIFEEXP,TOT,YR,A,1987,68.0,
6533,COL,LIFEEXP,TOT,YR,A,1988,68.1,
6534,COL,LIFEEXP,TOT,YR,A,1989,68.3,
6535,COL,LIFEEXP,TOT,YR,A,1990,68.4,
6536,COL,LIFEEXP,TOT,YR,A,1991,68.6,
6537,COL,LIFEEXP,TOT,YR,A,1992,68.7,
6538,COL,LIFEEXP,TOT,YR,A,1993,69.0,
6539,COL,LIFEEXP,TOT,YR,A,1994,69.2,
6540,COL,LIFEEXP,TOT,YR,A,1995,69.5,
6541,COL,LIFEEXP,TOT,YR,A,1996,69.8,
6542,COL,LIFEEXP,TOT,YR,A,1997,70.2,
6543,COL,LIFEEXP,TOT,YR,A,1998,70.5,
6544,COL,LIFEEXP,TOT,YR,A,1999,70.8,
6545,COL,LIFEEXP,TOT,YR,A,2000,71.1,
6546,COL,LIFEEXP,TOT,YR,A,2001,71.4,
6547,COL,LIFEEXP,TOT,YR,A,2002,71.6,
6548,COL,LIFEEXP,TOT,YR,A,2003,71.9,
6549,COL,LIFEEXP,TOT,YR,A,2004,72.1,
6550,COL,LIFEEXP,TOT,YR,A,2005,72.4,
6551,COL,LIFEEXP,TOT,YR,A,2006,72.6,
6552,COL,LIFEEXP,TOT,YR,A,2007,72.8,
6553,COL,LIFEEXP,TOT,YR,A,2008,73.0,
6554,COL,LIFEEXP,TOT,YR,A,2009,73.2,
6555,COL,LIFEEXP,TOT,YR,A,2010,73.4,
6556,COL,LIFEEXP,TOT,YR,A,2011,73.5,
6557,COL,LIFEEXP,TOT,YR,A,2012,73.7,
6558,COL,LIFEEXP,TOT,YR,A,2013,73.9,
6559,COL,LIFEEXP,TOT,YR,A,2014,74.1,
6560,COL,LIFEEXP,TOT,YR,A,2015,74.2,
6561,COL,LIFEEXP,TOT,YR,A,2016,74.4,
6562,COL,LIFEEXP,TOT,YR,A,2017,74.6,
6637,LVA,LIFEEXP,TOT,YR,A,2002,70.1,
6638,LVA,LIFEEXP,TOT,YR,A,2003,70.5,
6639,LVA,LIFEEXP,TOT,YR,A,2004,70.8,
6640,LVA,LIFEEXP,TOT,YR,A,2005,70.6,
6641,LVA,LIFEEXP,TOT,YR,A,2006,70.6,
6642,LVA,LIFEEXP,TOT,YR,A,2007,70.8,
6643,LVA,LIFEEXP,TOT,YR,A,2008,72.0,
6644,LVA,LIFEEXP,TOT,YR,A,2009,72.6,
6645,LVA,LIFEEXP,TOT,YR,A,2010,73.0,
6646,LVA,LIFEEXP,TOT,YR,A,2011,73.7,
6647,LVA,LIFEEXP,TOT,YR,A,2012,73.9,
6648,LVA,LIFEEXP,TOT,YR,A,2013,74.1,
6649,LVA,LIFEEXP,TOT,YR,A,2014,74.3,
6650,LVA,LIFEEXP,TOT,YR,A,2015,74.6,
6651,LVA,LIFEEXP,TOT,YR,A,2016,74.7,
6652,LVA,LIFEEXP,TOT,YR,A,2017,74.8,
6727,LTU,LIFEEXP,TOT,YR,A,1980,70.4,
6728,LTU,LIFEEXP,TOT,YR,A,1981,70.4,
6729,LTU,LIFEEXP,TOT,YR,A,1982,70.8,
6730,LTU,LIFEEXP,TOT,YR,A,1983,70.7,
6731,LTU,LIFEEXP,TOT,YR,A,1984,70.2,
6732,LTU,LIFEEXP,TOT,YR,A,1985,70.5,
6733,LTU,LIFEEXP,TOT,YR,A,1986,72.1,
6734,LTU,LIFEEXP,TOT,YR,A,1987,72.0,
6735,LTU,LIFEEXP,TOT,YR,A,1988,71.9,
6736,LTU,LIFEEXP,TOT,YR,A,1989,71.6,
6737,LTU,LIFEEXP,TOT,YR,A,1990,71.4,
6738,LTU,LIFEEXP,TOT,YR,A,1991,70.6,
6739,LTU,LIFEEXP,TOT,YR,A,1992,70.4,
6740,LTU,LIFEEXP,TOT,YR,A,1993,69.1,
6741,LTU,LIFEEXP,TOT,YR,A,1994,68.7,
6742,LTU,LIFEEXP,TOT,YR,A,1995,69.2,
6743,LTU,LIFEEXP,TOT,YR,A,1996,70.3,
6744,LTU,LIFEEXP,TOT,YR,A,1997,71.1,
6745,LTU,LIFEEXP,TOT,YR,A,1998,71.4,
6746,LTU,LIFEEXP,TOT,YR,A,1999,71.7,
6747,LTU,LIFEEXP,TOT,YR,A,2000,72.1,
6748,LTU,LIFEEXP,TOT,YR,A,2001,71.7,
6749,LTU,LIFEEXP,TOT,YR,A,2002,71.8,
6750,LTU,LIFEEXP,TOT,YR,A,2003,72.1,
6751,LTU,LIFEEXP,TOT,YR,A,2004,72.0,
6752,LTU,LIFEEXP,TOT,YR,A,2005,71.3,
6753,LTU,LIFEEXP,TOT,YR,A,2006,71.1,
6754,LTU,LIFEEXP,TOT,YR,A,2007,70.9,
6755,LTU,LIFEEXP,TOT,YR,A,2008,71.8,
6756,LTU,LIFEEXP,TOT,YR,A,2009,72.9,
6757,LTU,LIFEEXP,TOT,YR,A,2010,73.3,
6758,LTU,LIFEEXP,TOT,YR,A,2011,73.7,
6759,LTU,LIFEEXP,TOT,YR,A,2012,74.0,
6760,LTU,LIFEEXP,TOT,YR,A,2013,74.1,
6761,LTU,LIFEEXP,TOT,YR,A,2014,74.7,
6762,LTU,LIFEEXP,TOT,YR,A,2015,74.5,
